,Outside air temperature,CO2,Supply air temp,Zone temperature
3/1/14 4:02,26.6,558.6,12,28.2
3/1/14 4:07,26.6,557.1,12,28.2
3/1/14 4:12,26.6,556.5,12,28.2
3/1/14 4:17,26.7,560.1,12,28.2
3/1/14 4:22,26.7,559.1,12,28.2
3/1/14 4:27,26.7,557,12,28.2
3/1/14 4:32,26.8,557.3,12,28.2
3/1/14 4:37,26.8,556.8,12,28.2
3/1/14 4:42,26.8,556.9,12,28.3
3/1/14 4:47,26.8,557.4,12,28.2
3/1/14 4:52,26.8,557.6,12,28.3
3/1/14 4:57,26.8,558.3,12,28.3
3/1/14 5:02,26.8,557.9,12,28.3
3/1/14 5:07,26.8,557.2,12,28.3
3/1/14 5:12,26.8,555.3,12,28.3
3/1/14 5:17,26.8,555.6,12,28.3
3/1/14 5:22,26.9,557.1,12,28.3
3/1/14 5:27,26.8,556.8,12,28.3
3/1/14 5:32,26.8,555.8,12,28.3
3/1/14 5:37,26.9,555.9,12,28.3
3/1/14 5:42,26.9,557.8,12,28.3
3/1/14 5:47,26.8,560,12,28.3
3/1/14 5:52,26.9,559.2,12,28.3
3/1/14 5:57,27,558.2,12,28.3
3/1/14 6:02,27,555.9,12,28.3
3/1/14 6:07,27.1,556.8,12,28.3
3/1/14 6:12,27.1,558.3,12,28.3
3/1/14 6:17,27.1,559.6,12,28.3
3/1/14 6:22,27.2,557.6,12,28.3
3/1/14 6:27,27.2,558,12,28.3
3/1/14 6:32,27.3,558.6,12,28.3
3/1/14 6:37,27.4,560.3,12,28.3
3/1/14 6:42,27.4,563.9,12,28.3
3/1/14 6:47,27.6,566.2,12,28.2
3/1/14 6:52,27.7,566.6,12,28.1
3/1/14 6:57,27.9,567,12,28
3/1/14 7:02,28,569.6,12,27.9
3/1/14 7:07,28.1,572.5,12,27.8
3/1/14 7:12,28.1,572.9,12,27.8
3/1/14 7:17,28.2,572.7,12,27.7
3/1/14 7:22,28.4,575.5,12,27.6
3/1/14 7:27,28.5,575.7,12,27.5
3/1/14 7:32,28.6,576.3,12,27.4
3/1/14 7:37,28.7,576.8,12,27.1
3/1/14 7:42,28.8,578.9,12,26.9
3/1/14 7:47,28.7,584.1,12,26.8
3/1/14 7:52,28.7,587.6,12,26.7
3/1/14 7:57,28.6,593,12,26.6
3/1/14 8:02,28.7,596.4,12,26.4
3/1/14 8:07,29,598.4,12,26.2
3/1/14 8:12,29.2,603.3,12,26
3/1/14 8:17,29.4,606.5,12,25.8
3/1/14 8:22,29.5,612.1,12,25.6
3/1/14 8:27,29.6,616,12,25.5
3/1/14 8:32,29.5,621.7,12,25.3
3/1/14 8:37,29.3,627.7,12,25.2
3/1/14 8:42,29.2,631.9,12,25.1
3/1/14 8:47,29.2,635.7,12,25
3/1/14 8:52,29.3,639.5,12,24.9
3/1/14 8:57,29.6,642.6,12,24.8
3/1/14 9:02,29.8,653.5,12,24.7
3/1/14 9:07,29.9,653.5,12,24.7
3/1/14 9:12,30,653.1,12,24.6
3/1/14 9:17,30.1,654.8,12,24.6
3/1/14 9:22,30.2,658.4,12,24.6
3/1/14 9:27,30.4,659.7,12,24.5
3/1/14 9:32,30.6,661.2,12,24.5
3/1/14 9:37,30.6,662.1,12,24.5
3/1/14 9:42,30.5,662.3,12,24.5
3/1/14 9:47,30.4,664.8,12,24.5
3/1/14 9:52,30.4,667.6,12,24.6
3/1/14 9:57,30.5,669.4,12,24.6
3/1/14 10:02,30.7,670.2,12,24.6
3/1/14 10:07,30.9,671.4,12,24.6
3/1/14 10:12,31,674.7,12,24.6
3/1/14 10:17,31,674.5,12,24.6
3/1/14 10:22,31,672.5,12,24.7
3/1/14 10:27,31.1,670.8,12,24.6
3/1/14 10:32,31.1,671.4,12,24.6
3/1/14 10:37,31.2,671.6,12,24.6
3/1/14 10:42,31.3,674.6,12,24.6
3/1/14 10:47,31.3,677.4,12,24.6
3/1/14 10:52,31.1,681.9,12,24.6
3/1/14 10:57,31,681.4,12,24.6
3/1/14 11:02,31.1,683,12,24.6
3/1/14 11:07,31.3,684.4,12,24.6
3/1/14 11:12,31.5,687.7,12,24.6
3/1/14 11:17,31.5,688.4,12,24.6
3/1/14 11:22,31.3,687,12,24.6
3/1/14 11:27,31.4,687.6,12,24.7
3/1/14 11:32,31.7,690.9,12,24.7
3/1/14 11:37,31.7,689.3,12,24.7
3/1/14 11:42,31.8,688.1,12,24.7
3/1/14 11:47,31.9,690.9,12,24.7
3/1/14 11:52,31.9,692.1,12,24.6
3/1/14 11:57,32.1,693.2,12,24.6
3/1/14 12:02,32.3,694,12,24.6
3/1/14 12:07,32.4,693.8,12,24.6
3/1/14 12:12,32.6,690.1,12,24.7
3/1/14 12:17,32.8,689,12,24.7
3/1/14 12:22,32.5,688.4,12,24.6
3/1/14 12:27,32.2,684.6,12,24.6
3/1/14 12:32,32.2,682.3,12,24.6
3/1/14 12:37,32.3,678.1,12,24.6
3/1/14 12:42,32.4,677.5,12,24.6
3/1/14 12:47,32.4,674.8,12,24.6
3/1/14 12:52,32.5,670.6,12,24.6
3/1/14 12:57,32.3,666.9,12,24.7
3/1/14 13:02,32,667.3,12,24.7
3/1/14 13:07,31.7,668.9,12,24.6
3/1/14 13:12,31.5,671.1,12,24.6
3/1/14 13:17,31.5,669.1,12,24.6
3/1/14 13:22,31.8,668.6,12,24.6
3/1/14 13:27,31.8,667.5,12,24.6
3/1/14 13:32,31.7,667.6,12,24.6
3/1/14 13:37,31.5,669.3,12,24.6
3/1/14 13:42,31.2,671.3,12,24.6
3/1/14 13:47,31,674.7,12,24.6
3/1/14 13:52,31.1,681.6,12,24.6
3/1/14 13:57,31.1,682.6,12,24.6
3/1/14 14:02,30.9,682,12,24.6
3/1/14 14:07,30.9,682.4,12,24.6
3/1/14 14:12,30.8,681.8,12,24.6
3/1/14 14:17,30.5,688.9,12,24.7
3/1/14 14:22,30.4,690.4,12,24.7
3/1/14 14:27,30.5,688.9,12,24.6
3/1/14 14:32,30.6,689.7,12,24.6
3/1/14 14:37,30.5,693,12,24.6
3/1/14 14:42,30.3,695.2,12,24.7
3/1/14 14:47,30.3,693.2,12,24.6
3/1/14 14:52,30.3,692.1,12,24.6
3/1/14 14:57,30.4,694.6,12,24.6
3/1/14 15:02,30.4,693.2,12,24.6
3/1/14 15:07,30.3,692.9,12,24.6
3/1/14 15:12,30.4,693.9,12,24.6
3/1/14 15:17,30.2,695.6,12,24.6
3/1/14 15:22,30,696.2,12,24.6
3/1/14 15:27,30.1,691.9,12,24.6
3/1/14 15:32,30.1,690.1,12,24.6
3/1/14 15:37,30.2,688.7,12,24.6
3/1/14 15:42,30.3,688.5,12,24.6
3/1/14 15:47,30.3,687.5,12,24.6
3/1/14 15:52,30.2,689.2,12,24.6
3/1/14 15:57,30.2,690.1,12,24.6
3/1/14 16:02,30.3,690.1,12,24.6
3/1/14 16:07,30.3,688.7,12,24.6
3/1/14 16:12,30.2,689.5,12,24.6
3/1/14 16:17,30.2,688.7,12,24.6
3/1/14 16:22,30.2,689.5,12,24.6
3/1/14 16:27,30.2,686.2,12,24.6
3/1/14 16:32,30.3,682,12,24.6
3/1/14 16:37,30.5,677.1,12,24.6
3/1/14 16:42,30.6,673,12,24.5
3/1/14 16:47,30.6,669.1,12,24.6
3/1/14 16:52,30.5,666.5,12,24.6
3/1/14 16:57,30.3,667.3,12,24.6
6/1/14 4:02,27.7,581,12,31
6/1/14 4:07,27.7,580.8,12,31
6/1/14 4:12,27.7,580.8,12,31
6/1/14 4:17,27.6,579.4,12,31
6/1/14 4:22,27.6,580.9,12,31
6/1/14 4:27,27.7,581.1,12,31
6/1/14 4:32,27.7,580.8,12,31
6/1/14 4:37,27.7,580.5,12,30.9
6/1/14 4:42,27.7,580,12,30.9
6/1/14 4:47,27.7,579.8,12,30.9
6/1/14 4:52,27.7,580.5,12,30.9
6/1/14 4:57,27.7,580.8,12,30.9
6/1/14 5:02,27.7,580.8,12,30.9
6/1/14 5:07,27.6,580.8,12,30.9
6/1/14 5:12,27.6,581.2,12,30.9
6/1/14 5:17,27.6,581,12,30.9
6/1/14 5:22,27.6,582.2,12,30.9
6/1/14 5:27,27.6,581.8,12,30.9
6/1/14 5:32,27.5,581,12,30.9
6/1/14 5:37,27.5,582.2,12,30.9
6/1/14 5:42,27.5,581.4,12,30.9
6/1/14 5:47,27.5,580.8,12,30.9
6/1/14 5:52,27.5,580.8,12,30.9
6/1/14 5:57,27.5,580.1,12,30.9
6/1/14 6:02,27.5,580.5,12,30.9
6/1/14 6:07,27.6,582.6,12,30.9
6/1/14 6:12,27.7,584,12,30.9
6/1/14 6:17,27.8,583.3,12,30.9
6/1/14 6:22,27.8,581.4,12,30.9
6/1/14 6:27,28,581.5,12,30.9
6/1/14 6:32,28.1,582.5,12,30.9
6/1/14 6:37,28.3,582.8,12,30.9
6/1/14 6:42,28.4,581.8,12,30.9
6/1/14 6:47,28.5,582.4,12,30.9
6/1/14 6:52,28.6,582.8,12,30.8
6/1/14 6:57,28.6,583.9,12,30.7
6/1/14 7:02,28.5,585.4,12,30.6
6/1/14 7:07,28.6,588,12,30.5
6/1/14 7:12,28.7,588.5,12,30.3
6/1/14 7:17,28.6,587.3,12,30.1
6/1/14 7:22,28.4,588.3,12,29.9
6/1/14 7:27,28.5,591.7,12,29.7
6/1/14 7:32,28.5,594.4,12,29.4
6/1/14 7:37,28.4,597.5,12,29.2
6/1/14 7:42,28.4,600.3,12,29
6/1/14 7:47,28.3,604.2,12,28.8
6/1/14 7:52,28.2,608.1,12,28.6
6/1/14 7:57,28.3,617.6,12,28.5
6/1/14 8:02,28.5,625.9,12,28.4
6/1/14 8:07,28.8,632.5,12,28.4
6/1/14 8:12,29.1,640.8,12,28.3
6/1/14 8:17,29.4,648.5,12,28.2
6/1/14 8:22,29.6,657.4,12,28
6/1/14 8:27,29.6,667.7,12,27.9
6/1/14 8:32,29.6,679,12,27.7
6/1/14 8:37,29.6,692.1,12,27.6
6/1/14 8:42,29.9,704.3,12,27.5
6/1/14 8:47,30,715.6,12,27.4
6/1/14 8:52,30.1,725.7,12,27.3
6/1/14 8:57,30.3,734.9,12,27.2
6/1/14 9:02,30.4,745.5,12,27.1
6/1/14 9:07,30.3,753.1,12,27
6/1/14 9:12,30.4,762,12,26.9
6/1/14 9:17,30.6,768.2,12,26.8
6/1/14 9:22,30.7,769.2,12,26.7
6/1/14 9:27,30.7,770.8,12,26.7
6/1/14 9:32,30.7,768.7,12,26.6
6/1/14 9:37,30.6,772.1,12,26.5
6/1/14 9:42,30.5,773.4,12,26.5
6/1/14 9:47,30.6,774.5,12,26.4
6/1/14 9:52,30.6,777.2,12,26.3
6/1/14 9:57,30.6,778.8,12,26.3
6/1/14 10:02,30.7,777.7,12,26.2
6/1/14 10:07,30.9,775.7,12,26.1
6/1/14 10:12,31,775.1,12,26.1
6/1/14 10:17,30.9,775.1,12,26
6/1/14 10:22,30.9,775.1,12,25.9
6/1/14 10:27,30.9,774,12,25.9
6/1/14 10:32,30.7,776.4,12,25.8
6/1/14 10:37,30.7,778.7,12,25.8
6/1/14 10:42,30.9,779.1,12,25.8
6/1/14 10:47,31,777.7,12,25.7
6/1/14 10:52,31.2,780,12,25.7
6/1/14 10:57,31.2,782.6,12,25.7
6/1/14 11:02,31.2,783.2,12,25.6
6/1/14 11:07,31.4,783.5,12,25.6
6/1/14 11:12,31.4,786.2,12,25.6
6/1/14 11:17,31.2,790.1,12,25.6
6/1/14 11:22,31,792,12,25.6
6/1/14 11:27,31,790.2,12,25.6
6/1/14 11:32,31.2,791,12,25.5
6/1/14 11:37,31.1,795.7,12,25.5
6/1/14 11:42,30.9,794.5,12,25.5
6/1/14 11:47,30.8,796.2,12,25.5
6/1/14 11:52,30.8,797.7,12,25.5
6/1/14 11:57,31,800.4,12,25.5
6/1/14 12:02,31.1,798.6,12,25.5
6/1/14 12:07,31.2,797.4,12,25.5
6/1/14 12:12,31.4,799.5,12,25.4
6/1/14 12:17,31.3,800.4,12,25.4
6/1/14 12:22,31.2,798.3,12,25.4
6/1/14 12:27,31.5,797,12,25.4
6/1/14 12:32,31.3,794.4,12,25.4
6/1/14 12:37,30.9,791.9,12,25.4
6/1/14 12:42,30.9,792.7,12,25.3
6/1/14 12:47,31.4,789.4,12,25.3
6/1/14 12:52,31.6,786,12,25.2
6/1/14 12:57,31.7,785.3,12,25.3
6/1/14 13:02,31.8,787.4,12,25.2
6/1/14 13:07,31.6,789.3,12,25.2
6/1/14 13:12,31.2,791.5,12,25.2
6/1/14 13:17,31.1,791.3,12,25.2
6/1/14 13:22,31.3,791.9,12,25.2
6/1/14 13:27,31.4,791.3,12,25.2
6/1/14 13:32,31.4,792.6,12,25.2
6/1/14 13:37,31.2,791.2,12,25.1
6/1/14 13:42,31.1,789.6,12,25.1
6/1/14 13:47,31.2,790.3,12,25.1
6/1/14 13:52,31.4,788.3,12,25.1
6/1/14 13:57,31.4,788.7,12,25.1
6/1/14 14:02,31.6,787.2,12,25.1
6/1/14 14:07,31.6,781.3,12,25.1
6/1/14 14:12,31.3,779.1,12,25.1
6/1/14 14:17,31.2,780.9,12,25
6/1/14 14:22,31.1,782.7,12,25
6/1/14 14:27,30.8,777.5,12,25
6/1/14 14:32,30.8,777.9,12,25
6/1/14 14:37,30.9,777,12,25
6/1/14 14:42,30.8,775.4,12,25
6/1/14 14:47,30.6,775.8,12,25
6/1/14 14:52,30.6,772.6,12,25
6/1/14 14:57,30.5,770,12,25
6/1/14 15:02,30.5,772,12,25
6/1/14 15:07,30.5,768.8,12,24.9
6/1/14 15:12,30.6,765.6,12,24.9
6/1/14 15:17,30.8,766.4,12,24.9
6/1/14 15:22,30.9,768.8,12,24.9
6/1/14 15:27,30.7,771,12,24.9
6/1/14 15:32,30.5,775.1,12,24.9
6/1/14 15:37,30.3,777,12,24.9
6/1/14 15:42,30.2,778.9,12,24.9
6/1/14 15:47,30.2,782.5,12,24.8
6/1/14 15:52,30.3,782.6,12,24.8
6/1/14 15:57,30.3,787.1,12,24.8
6/1/14 16:02,30.2,789.3,12,24.8
6/1/14 16:07,30.1,790,12,24.8
6/1/14 16:12,29.9,789.6,12,24.8
6/1/14 16:17,30,792.8,12,24.8
6/1/14 16:22,30.1,790.8,12,24.8
6/1/14 16:27,30.1,790.7,12,24.8
6/1/14 16:32,30,788.1,12,24.7
6/1/14 16:37,29.9,787.1,12,24.7
6/1/14 16:42,29.9,786.2,12,24.7
6/1/14 16:47,29.8,781.1,12,24.7
6/1/14 16:52,29.7,778.1,12,24.8
6/1/14 16:57,29.7,771.6,12,24.8
7/1/14 4:02,26.9,570.6,12,28.8
7/1/14 4:07,26.9,569.5,12,28.8
7/1/14 4:12,26.8,569.1,12,28.8
7/1/14 4:17,26.9,570.6,12,28.8
7/1/14 4:22,26.9,568,12,28.8
7/1/14 4:27,26.8,568.1,12,28.7
7/1/14 4:32,26.8,568.7,12,28.8
7/1/14 4:37,26.8,566.2,12,28.7
7/1/14 4:42,26.8,567.6,12,28.7
7/1/14 4:47,26.9,565.9,12,28.7
7/1/14 4:52,26.8,565.3,12,28.7
7/1/14 4:57,26.8,565.6,12,28.7
7/1/14 5:02,26.8,566.3,12,28.7
7/1/14 5:07,26.8,568.4,12,28.7
7/1/14 5:12,26.8,565,12,28.7
7/1/14 5:17,26.8,564.5,12,28.7
7/1/14 5:22,26.8,564.8,12,28.7
7/1/14 5:27,26.8,566.4,12,28.7
7/1/14 5:32,26.8,565.7,12,28.7
7/1/14 5:37,26.8,568.3,12,28.7
7/1/14 5:42,26.8,567.2,12,28.7
7/1/14 5:47,26.8,566.5,12,28.7
7/1/14 5:52,26.9,566.6,12,28.7
7/1/14 5:57,26.9,566.6,12,28.7
7/1/14 6:02,27,565.6,12,28.7
7/1/14 6:07,27.1,565.5,12,28.7
7/1/14 6:12,27.2,567.8,12,28.8
7/1/14 6:17,27.3,567.3,12,28.7
7/1/14 6:22,27.5,568.1,12,28.7
7/1/14 6:27,27.6,567.3,12,28.8
7/1/14 6:32,27.7,567,12,28.8
7/1/14 6:37,27.9,566.1,12,28.8
7/1/14 6:42,28.1,566.3,12,28.8
7/1/14 6:47,28.2,566.6,12,28.8
7/1/14 6:52,28.2,565.6,12,28.8
7/1/14 6:57,28.2,566.2,12,28.8
7/1/14 7:02,28.2,569.8,12,28.7
7/1/14 7:07,28.3,570.9,12,28.7
7/1/14 7:12,28.3,571.8,12,28.6
7/1/14 7:17,28.2,574.3,12,28.6
7/1/14 7:22,28.4,577.7,12,28.5
7/1/14 7:27,28.5,580.2,12,28.5
7/1/14 7:32,28.7,580.8,12,28.5
7/1/14 7:37,28.8,582.2,12,28.4
7/1/14 7:42,28.9,586,12,28.2
7/1/14 7:47,28.9,588.4,12,28
7/1/14 7:52,29,594.6,12,27.8
7/1/14 7:57,29.1,602.3,12,27.7
7/1/14 8:02,29.2,607.8,12,27.6
7/1/14 8:07,29.2,615.5,12,27.6
7/1/14 8:12,29.4,620.7,12,27.4
7/1/14 8:17,29.6,628.5,12,27.3
7/1/14 8:22,29.7,643.8,12,27.1
7/1/14 8:27,29.7,656.5,12,26.9
7/1/14 8:32,29.6,668.6,12,26.8
7/1/14 8:37,29.7,683.4,12,26.8
7/1/14 8:42,30,694.5,12,26.7
7/1/14 8:47,30.2,701.4,12,26.6
7/1/14 8:52,30.3,713.5,12,26.5
7/1/14 8:57,30.3,721.5,12,26.3
7/1/14 9:02,30.4,727.6,12,26.2
7/1/14 9:07,30.4,732,12,26.1
7/1/14 9:12,30.3,734.5,12,26
7/1/14 9:17,30.1,737.6,12,25.9
7/1/14 9:22,30.2,741.2,12,25.8
7/1/14 9:27,30.4,742.6,12,25.7
7/1/14 9:32,30.7,741.6,12,25.6
7/1/14 9:37,30.7,742.3,12,25.5
7/1/14 9:42,30.5,743.1,12,25.4
7/1/14 9:47,30.5,740.4,12,25.3
7/1/14 9:52,30.5,736,12,25.3
7/1/14 9:57,30.7,732.9,12,25.2
7/1/14 10:02,30.7,726.8,12,25.2
7/1/14 10:07,30.7,722.4,12,25.2
7/1/14 10:12,30.8,722.2,12,25.2
7/1/14 10:17,30.7,725.7,12,25.2
7/1/14 10:22,30.6,728.1,12,25.2
7/1/14 10:27,30.5,728.6,12,25.1
7/1/14 10:32,30.8,728.6,12,25.2
7/1/14 10:37,31.2,727.5,12,25.2
7/1/14 10:42,31.4,723.9,12,25.2
7/1/14 10:47,31.4,725.3,12,25.2
7/1/14 10:52,31.3,726.6,12,25.2
7/1/14 10:57,31.1,726.6,12,25.2
7/1/14 11:02,31.2,726.6,12,25.2
7/1/14 11:07,31.4,725.1,12,25.2
7/1/14 11:12,31.5,725.2,12,25.2
7/1/14 11:17,31.4,726.3,12,25.2
7/1/14 11:22,31.4,726.6,12,25.1
7/1/14 11:27,31.5,727.3,12,25.1
7/1/14 11:32,31.6,727.2,12,25.1
7/1/14 11:37,31.4,726.7,12,25.1
7/1/14 11:42,31.2,726.6,12,25.2
7/1/14 11:47,30.9,729.4,12,25.2
7/1/14 11:52,31,730.6,12,25.2
7/1/14 11:57,31.3,732.4,12,25.2
7/1/14 12:02,31.6,730.3,12,25.1
7/1/14 12:07,31.7,731.9,12,25.1
7/1/14 12:12,31.3,732.8,12,25.1
7/1/14 12:17,31.1,737.2,12,25.1
7/1/14 12:22,31,741.3,12,25
7/1/14 12:27,31.1,742.9,12,25
7/1/14 12:32,31.2,747.1,12,25
7/1/14 12:37,31.2,748.1,12,24.9
7/1/14 12:42,31.2,751.4,12,24.9
7/1/14 12:47,31.2,755.7,12,24.9
7/1/14 12:52,31.2,757.6,12,24.8
7/1/14 12:57,31.1,757.5,12,24.8
7/1/14 13:02,30.9,758.5,12,24.8
7/1/14 13:07,31,761.8,12,24.8
7/1/14 13:12,31.2,766.9,12,24.7
7/1/14 13:17,31.1,767.5,12,24.7
7/1/14 13:22,31,765.9,12,24.7
7/1/14 13:27,31.1,765.1,12,24.7
7/1/14 13:32,31.1,765,12,24.7
7/1/14 13:37,31,767.8,12,24.7
7/1/14 13:42,30.9,769.1,12,24.7
7/1/14 13:47,30.9,771.9,12,24.7
7/1/14 13:52,31.1,774.5,12,24.7
7/1/14 13:57,31.1,775.1,12,24.7
7/1/14 14:02,31,771.2,12,24.7
7/1/14 14:07,31,772,12,24.6
7/1/14 14:12,30.9,772.7,12,24.6
7/1/14 14:17,30.8,769.8,12,24.6
7/1/14 14:22,30.8,765,12,24.6
7/1/14 14:27,30.8,765.9,12,24.6
7/1/14 14:32,30.7,768.4,12,24.6
7/1/14 14:37,30.6,766.9,12,24.6
7/1/14 14:42,30.7,763.9,12,24.6
7/1/14 14:47,30.6,767.6,12,24.6
7/1/14 14:52,30.5,769.2,12,24.6
7/1/14 14:57,30.3,769.1,12,24.6
7/1/14 15:02,30.3,769.4,12,24.6
7/1/14 15:07,30.4,771,12,24.6
7/1/14 15:12,30.3,770.2,12,24.6
7/1/14 15:17,30,769.2,12,24.6
7/1/14 15:22,30,769.1,12,24.6
7/1/14 15:27,30.1,772.6,12,24.6
7/1/14 15:32,30.2,774.5,12,24.6
7/1/14 15:37,30.3,774.3,12,24.6
7/1/14 15:42,30.2,776.2,12,24.6
7/1/14 15:47,30.1,780,12,24.6
7/1/14 15:52,29.9,781.2,12,24.6
7/1/14 15:57,30,779.7,12,24.6
7/1/14 16:02,30.1,780.9,12,24.6
7/1/14 16:07,30,783.1,12,24.6
7/1/14 16:12,29.9,783.3,12,24.6
7/1/14 16:17,30,783.5,12,24.6
7/1/14 16:22,29.9,784.8,12,24.6
7/1/14 16:27,30,789.5,12,24.6
7/1/14 16:32,30,794.1,12,24.6
7/1/14 16:37,30,795.3,12,24.6
7/1/14 16:42,30.2,795.3,12,24.6
7/1/14 16:47,30.2,793.9,12,24.6
7/1/14 16:52,30.1,793.3,12,24.6
7/1/14 16:57,30,788,12,24.7
8/1/14 4:02,27.7,569,12,28.5
8/1/14 4:07,27.8,568,12,28.5
8/1/14 4:12,27.8,568,12,28.5
8/1/14 4:17,27.8,568.6,12,28.5
8/1/14 4:22,27.7,568.4,12,28.5
8/1/14 4:27,27.5,567.1,12,28.5
8/1/14 4:32,27.4,566.6,12,28.5
8/1/14 4:37,27.3,569.5,12,28.5
8/1/14 4:42,27.2,567.9,12,28.5
8/1/14 4:47,27.1,569.1,12,28.5
8/1/14 4:52,26.9,570.2,12,28.5
8/1/14 4:57,26.9,567.7,12,28.5
8/1/14 5:02,26.8,569.5,12,28.5
8/1/14 5:07,26.8,568.6,12,28.5
8/1/14 5:12,26.8,568.4,12,28.5
8/1/14 5:17,26.8,569.8,12,28.5
8/1/14 5:22,26.8,569.9,12,28.5
8/1/14 5:27,26.9,569,12,28.5
8/1/14 5:32,26.8,568,12,28.5
8/1/14 5:37,26.7,569.8,12,28.5
8/1/14 5:42,26.7,567.9,12,28.5
8/1/14 5:47,26.8,569.5,12,28.5
8/1/14 5:52,26.8,570.7,12,28.5
8/1/14 5:57,26.8,569.3,12,28.5
8/1/14 6:02,26.9,568.7,12,28.5
8/1/14 6:07,27,570.8,12,28.5
8/1/14 6:12,27,569.6,12,28.5
8/1/14 6:17,27,568.7,12,28.5
8/1/14 6:22,27,570.1,12,28.5
8/1/14 6:27,27,571.1,12,28.5
8/1/14 6:32,27,573.7,12,28.5
8/1/14 6:37,27,570.5,12,28.5
8/1/14 6:42,27.1,570.1,12,28.5
8/1/14 6:47,27.3,572.1,12,28.5
8/1/14 6:52,27.6,574.1,12,28.5
8/1/14 6:57,27.9,576.2,12,28.3
8/1/14 7:02,28.1,579.6,12,28.2
8/1/14 7:07,28.2,582.2,12,28.1
8/1/14 7:12,28.3,582.8,12,27.9
8/1/14 7:17,28.3,582.8,12,27.7
8/1/14 7:22,28.4,585.7,12,27.5
8/1/14 7:27,28.4,587.6,12,27.3
8/1/14 7:32,28.4,591.4,12,27.1
8/1/14 7:37,28.4,596.2,12,27.1
8/1/14 7:42,28.2,596.8,12,26.9
8/1/14 7:47,27.8,601.5,12,26.8
8/1/14 7:52,27.4,605.7,12,26.6
8/1/14 7:57,27.3,609.8,12,26.5
8/1/14 8:02,27.2,614,12,26.4
8/1/14 8:07,27.1,622,12,26.3
8/1/14 8:12,27.1,630.9,12,26.2
8/1/14 8:17,27.2,644.8,12,26
8/1/14 8:22,27.4,658.5,12,26
8/1/14 8:27,27.5,675.4,12,25.9
8/1/14 8:32,27.6,690.6,12,25.9
8/1/14 8:37,27.8,704.2,12,25.9
8/1/14 8:42,28,716.5,12,25.8
8/1/14 8:47,28.2,730.2,12,25.7
8/1/14 8:52,28.3,743.5,12,25.6
8/1/14 8:57,28.3,756.8,12,25.4
8/1/14 9:02,28.3,773,12,25.4
8/1/14 9:07,28.1,784.5,12,25.3
8/1/14 9:12,28,790.1,12,25.2
8/1/14 9:17,27.7,791.3,12,25.1
8/1/14 9:22,27.4,795.9,12,25
8/1/14 9:27,27.3,801.8,12,25
8/1/14 9:32,27.3,806.3,12,24.9
8/1/14 9:37,27.4,808.9,12,24.9
8/1/14 9:42,27.4,810.2,12,24.9
8/1/14 9:47,27.5,810.9,12,24.9
8/1/14 9:52,27.6,812.5,12,24.8
8/1/14 9:57,27.7,813.4,12,24.8
8/1/14 10:02,27.8,816.4,12,24.8
8/1/14 10:07,27.8,819,12,24.8
8/1/14 10:12,27.8,819.6,12,24.8
8/1/14 10:17,27.9,819.6,12,24.7
8/1/14 10:22,27.9,818.2,12,24.6
8/1/14 10:27,27.8,821.9,12,24.6
8/1/14 10:32,27.7,825.8,12,24.6
8/1/14 10:37,27.6,831.3,12,24.6
8/1/14 10:42,27.7,840.7,12,24.6
8/1/14 10:47,27.8,847.4,12,24.6
8/1/14 10:52,27.9,852.5,12,24.6
8/1/14 10:57,28,857.9,12,24.6
8/1/14 11:02,28.1,864.2,12,24.6
8/1/14 11:07,28.2,866.6,12,24.6
8/1/14 11:12,28.3,871,12,24.6
8/1/14 11:17,28.3,873.5,12,24.6
8/1/14 11:22,28.3,875.2,12,24.6
8/1/14 11:27,28.3,876.5,12,24.6
8/1/14 11:32,28.4,879.3,12,24.7
8/1/14 11:37,28.7,883.5,12,24.7
8/1/14 11:42,28.9,887,12,24.7
8/1/14 11:47,29,888.3,12,24.8
8/1/14 11:52,29,893.8,12,24.8
8/1/14 11:57,29.1,894.6,12,24.8
8/1/14 12:02,29.2,897.2,12,24.8
8/1/14 12:07,29.1,905.6,12,24.8
8/1/14 12:12,29.1,910.1,12,24.8
8/1/14 12:17,29.1,917.8,12,24.8
8/1/14 12:22,29.2,922.6,12,24.8
8/1/14 12:27,29.1,924.1,12,24.8
8/1/14 12:32,28.8,927.2,12,24.8
8/1/14 12:37,28.6,929.8,12,24.7
8/1/14 12:42,28.5,931.5,12,24.7
8/1/14 12:47,28.6,935.5,12,24.6
8/1/14 12:52,28.7,942.3,12,24.6
8/1/14 12:57,28.9,945.3,12,24.6
8/1/14 13:02,29,946.7,12,24.6
8/1/14 13:07,29.2,948.2,12,24.6
8/1/14 13:12,29.3,949,12,24.7
8/1/14 13:17,29.5,950.2,12,24.7
8/1/14 13:22,29.5,947.5,12,24.7
8/1/14 13:27,29.5,945.1,12,24.7
8/1/14 13:32,29.4,940.7,12,24.7
8/1/14 13:37,28.9,930.9,12,24.8
8/1/14 13:42,28.6,927.8,12,24.8
8/1/14 13:47,28.3,921.9,12,24.8
8/1/14 13:52,28,911.8,12,24.8
8/1/14 13:57,28,905.9,12,24.9
8/1/14 14:02,28.2,906.1,12,24.9
8/1/14 14:07,28.3,897.5,12,24.9
8/1/14 14:12,28.4,891.4,12,24.9
8/1/14 14:17,28.6,885.5,12,24.9
8/1/14 14:22,28.8,877.4,12,24.8
8/1/14 14:27,29,870.2,12,24.8
