,Outside air temperature,CO2,Supply air temp,Zone temperature
1/4/14 15:02,30.2,923.8,13,24.8
1/4/14 15:07,30.2,926.3,13,24.7
1/4/14 15:12,30.1,925.9,13,24.7
1/4/14 15:17,30,926.1,13,24.7
1/4/14 15:22,29.8,929.6,13,24.7
1/4/14 15:27,29.7,932.4,13,24.7
1/4/14 15:32,29.5,935.5,13,24.7
1/4/14 15:37,29.5,932.6,13,24.7
1/4/14 15:42,29.6,928.1,13,24.7
1/4/14 15:47,29.6,929.8,13,24.6
1/4/14 15:52,29.6,929.9,13,24.6
1/4/14 15:57,29.6,931.9,13,24.6
1/4/14 16:02,29.5,933.3,13,24.6
1/4/14 16:07,29.4,934.9,13,24.6
1/4/14 16:12,29.2,931.9,13,24.6
1/4/14 16:17,29.1,931.5,13,24.6
1/4/14 16:22,29.1,936.6,13,24.6
1/4/14 16:27,28.9,937.5,13,24.6
1/4/14 16:32,28.9,927.1,13,24.6
1/4/14 16:37,28.9,920,13,24.6
1/4/14 16:42,28.8,912.1,13,24.6
1/4/14 16:47,28.6,903.5,13,24.6
1/4/14 16:52,28.5,895.1,13,24.6
1/4/14 16:57,28.4,879.4,13,24.6
2/4/14 4:02,24.2,604.5,17,26.3
2/4/14 4:07,24.2,604.7,17,26.3
2/4/14 4:12,24.2,602.8,17,26.3
2/4/14 4:17,24.2,602.8,17,26.3
2/4/14 4:22,24.2,603.1,17,26.3
2/4/14 4:27,24.2,603.8,17,26.3
2/4/14 4:32,24,603.4,17,26.3
2/4/14 4:37,23.9,602,17,26.3
2/4/14 4:42,23.9,604,17,26.3
2/4/14 4:47,23.9,605.1,17,26.3
2/4/14 4:52,23.9,605.8,17,26.3
2/4/14 4:57,23.9,606.8,17,26.3
2/4/14 5:02,23.9,605.7,17,26.3
2/4/14 5:07,23.8,606.5,17,26.3
2/4/14 5:12,23.7,605.7,17,26.3
2/4/14 5:17,23.6,605.8,17,26.3
2/4/14 5:22,23.6,606.5,17,26.3
2/4/14 5:27,23.6,607,17,26.3
2/4/14 5:32,23.7,607.1,17,26.3
2/4/14 5:37,23.7,607.1,17,26.3
2/4/14 5:42,23.7,604.3,17,26.3
2/4/14 5:47,23.7,603.1,17,26.4
2/4/14 5:52,23.7,604.8,17,26.3
2/4/14 5:57,23.8,606.3,17,26.4
2/4/14 6:02,23.9,604.2,17,26.4
2/4/14 6:07,24,604.1,17,26.4
2/4/14 6:12,24,605.7,17,26.4
2/4/14 6:17,24,606.8,17,26.3
2/4/14 6:22,24,607.5,17,26.3
2/4/14 6:27,24.1,605.9,17,26.3
2/4/14 6:32,24.2,605.4,17,26.4
2/4/14 6:37,24.4,605.6,17,26.4
2/4/14 6:42,24.6,605.2,17,26.4
2/4/14 6:47,24.6,605.1,17,26.4
2/4/14 6:52,24.6,603.7,17,26.4
2/4/14 6:57,24.7,604.8,17,26.4
2/4/14 7:02,24.7,606.7,14.2,26.4
2/4/14 7:07,24.7,608.5,13,26.4
2/4/14 7:12,24.8,608.8,13,26.2
2/4/14 7:17,24.8,607.6,13,26
2/4/14 7:22,24.9,608.5,13,25.8
2/4/14 7:27,25,610.5,13,25.6
2/4/14 7:32,25,613.6,13,25.4
2/4/14 7:37,25.1,620.4,13,25.2
2/4/14 7:42,25.2,623.2,13,25.1
2/4/14 7:47,25.4,623.3,13,25
2/4/14 7:52,25.6,628.6,13,24.9
2/4/14 7:57,25.8,631.3,13,24.7
2/4/14 8:02,25.9,637.1,13,24.6
2/4/14 8:07,25.9,648,13,24.5
2/4/14 8:12,26.1,654.5,13.2,24.5
2/4/14 8:17,26.3,667.1,13.4,24.5
2/4/14 8:22,26.3,682.2,13.6,24.5
2/4/14 8:27,26.4,703.2,13.7,24.5
2/4/14 8:32,26.5,720.6,14,24.5
2/4/14 8:37,26.7,738.8,14.3,24.6
2/4/14 8:42,27,754.7,14.4,24.6
2/4/14 8:47,27.2,775.6,14.4,24.6
2/4/14 8:52,27.4,799,14.4,24.6
2/4/14 8:57,27.6,816.2,14.4,24.7
2/4/14 9:02,27.8,832.3,14.4,24.7
2/4/14 9:07,28,843,14.4,24.7
2/4/14 9:12,28.4,851.5,14.4,24.7
2/4/14 9:17,28.7,859.7,14.4,24.7
2/4/14 9:22,28.7,867.1,14.4,24.8
2/4/14 9:27,28.8,875.6,14.4,24.7
2/4/14 9:32,28.9,881.2,14.4,24.7
2/4/14 9:37,29.1,895.5,14.4,24.7
2/4/14 9:42,29.3,912.1,14.4,24.7
2/4/14 9:47,29.4,923.5,14.4,24.6
2/4/14 9:52,29.3,927.5,14.4,24.6
2/4/14 9:57,29.3,929,14.4,24.7
2/4/14 10:02,29.3,931.6,14.4,24.7
2/4/14 10:07,29.3,931.4,14.4,24.7
2/4/14 10:12,29.5,926.3,14.4,24.7
2/4/14 10:17,29.7,924.4,14.4,24.7
2/4/14 10:22,29.8,930.4,14.4,24.7
2/4/14 10:27,29.7,935.8,14.4,24.8
2/4/14 10:32,29.8,939.5,14.4,24.8
2/4/14 10:37,29.8,945.2,14.4,24.8
2/4/14 10:42,29.9,948.6,14.4,24.8
2/4/14 10:47,29.8,947.8,14.4,24.7
2/4/14 10:52,29.9,946.1,14.4,24.7
2/4/14 10:57,29.9,940.7,14.4,24.7
2/4/14 11:02,30,937.5,14.4,24.7
2/4/14 11:07,30,932.4,14.4,24.7
2/4/14 11:12,30,926.9,14.4,24.7
2/4/14 11:17,30,918,14.4,24.7
2/4/14 11:22,30.1,910.9,14.4,24.7
2/4/14 11:27,30.3,908.8,14.4,24.7
2/4/14 11:32,30.3,910.1,14.4,24.6
2/4/14 11:37,30.3,915.7,14.4,24.6
2/4/14 11:42,30.4,913.2,14.4,24.6
2/4/14 11:47,30.6,915.1,14.4,24.6
2/4/14 11:52,30.7,919.6,14.4,24.6
2/4/14 11:57,30.6,918,14.4,24.6
2/4/14 12:02,30.2,911.5,14.4,24.6
2/4/14 12:07,29.7,905.3,14.4,24.6
2/4/14 12:12,29.3,902.9,14.4,24.7
2/4/14 12:17,29.4,904,14.4,24.7
2/4/14 12:22,29.8,900.4,14.4,24.7
2/4/14 12:27,29.9,897.5,14.4,24.7
2/4/14 12:32,29.8,889.6,14.3,24.7
2/4/14 12:37,29.9,880.8,14.3,24.7
2/4/14 12:42,30,874.4,14.2,24.7
2/4/14 12:47,29.6,868.2,14,24.7
2/4/14 12:52,29,861.9,14,24.7
2/4/14 12:57,29,862.6,13.7,24.7
2/4/14 13:02,29.5,862.6,13.6,24.7
2/4/14 13:07,29.8,859.3,13.6,24.7
2/4/14 13:12,29.8,860.6,13.6,24.7
2/4/14 13:17,29.9,864.8,13.6,24.7
2/4/14 13:22,30.2,863.7,13.6,24.6
2/4/14 13:27,30.4,871.1,13.6,24.6
2/4/14 13:32,30.4,879,13.6,24.6
2/4/14 13:37,30.4,883.3,13.6,24.5
2/4/14 13:42,30.4,885.5,13.6,24.5
2/4/14 13:47,30.3,887.7,13.6,24.5
2/4/14 13:52,29.9,895.6,13.8,24.6
2/4/14 13:57,29.6,900,13.9,24.7
2/4/14 14:02,29.8,907.7,13.9,24.8
2/4/14 14:07,29.9,909.3,13.6,24.9
2/4/14 14:12,30,904.4,13.2,24.9
2/4/14 14:17,29.9,901.2,13,24.9
2/4/14 14:22,29.9,900.6,13,24.8
2/4/14 14:27,29.8,903.4,13,24.8
2/4/14 14:32,29.8,907.5,13,24.7
2/4/14 14:37,29.8,910.1,13,24.6
2/4/14 14:42,29.6,912.5,13,24.5
2/4/14 14:47,29.6,917.1,13.3,24.5
2/4/14 14:52,29.6,927.3,13.8,24.5
2/4/14 14:57,29.6,933.8,14.2,24.5
2/4/14 15:02,29.5,938.2,14.8,24.5
2/4/14 15:07,29.3,937.4,15.2,24.5
2/4/14 15:12,29.3,935.8,15.3,24.6
2/4/14 15:17,29.1,939,15.3,24.6
2/4/14 15:22,28.9,938.1,15.3,24.6
2/4/14 15:27,28.8,937.7,15.3,24.7
2/4/14 15:32,28.8,944.4,15.2,24.8
2/4/14 15:37,29,946.8,14.8,24.8
2/4/14 15:42,29.1,945.9,14.4,24.8
2/4/14 15:47,29.1,943.9,13.8,24.8
2/4/14 15:52,29.1,941.3,13.4,24.8
2/4/14 15:57,29,938.8,13.1,24.8
2/4/14 16:02,28.8,935.5,13,24.8
2/4/14 16:07,28.8,928.8,13,24.7
2/4/14 16:12,28.7,925.3,13,24.7
2/4/14 16:17,28.5,918.9,13,24.7
2/4/14 16:22,28.3,913.8,13,24.6
2/4/14 16:27,28.1,909.9,13,24.6
2/4/14 16:32,28.1,903.4,13,24.6
2/4/14 16:37,28,895.1,13,24.6
2/4/14 16:42,28,885.4,13,24.6
2/4/14 16:47,28.1,877.8,13,24.6
2/4/14 16:52,28,872.2,13,24.5
2/4/14 16:57,28.1,866.1,13,24.6
3/4/14 4:02,23.9,601.2,13,26.3
3/4/14 4:07,23.7,599.9,13,26.3
3/4/14 4:12,23.6,599,13,26.3
3/4/14 4:17,23.6,599,13,26.3
3/4/14 4:22,23.5,597.6,13,26.3
3/4/14 4:27,23.5,597,13,26.3
3/4/14 4:32,23.4,597,13,26.3
3/4/14 4:37,23.4,598.1,13,26.3
3/4/14 4:42,23.4,599.6,13,26.3
3/4/14 4:47,23.3,597.9,13,26.3
3/4/14 4:52,23.3,598.4,13,26.3
3/4/14 4:57,23.4,596.6,13,26.3
3/4/14 5:02,23.5,596.6,13,26.3
3/4/14 5:07,23.5,597,13,26.3
3/4/14 5:12,23.5,597,13,26.3
3/4/14 5:17,23.5,598.4,13,26.3
3/4/14 5:22,23.6,597.6,13,26.3
3/4/14 5:27,23.6,597.4,13,26.3
3/4/14 5:32,23.7,598.6,13,26.3
3/4/14 5:37,23.7,599,13,26.2
3/4/14 5:42,23.6,599,13,26.2
3/4/14 5:47,23.6,598.3,13,26.2
3/4/14 5:52,23.7,598.7,13,26.2
3/4/14 5:57,23.7,599,13,26.2
3/4/14 6:02,23.7,599,13,26.2
3/4/14 6:07,23.7,599,13,26.2
3/4/14 6:12,23.7,598.3,13,26.2
3/4/14 6:17,23.7,597.3,13,26.2
3/4/14 6:22,23.8,598.1,13,26.2
3/4/14 6:27,23.8,596.4,13,26.2
3/4/14 6:32,23.8,598,13,26.2
3/4/14 6:37,23.8,597.6,13,26.2
3/4/14 6:42,23.9,598.4,13,26.2
3/4/14 6:47,23.9,597.6,13,26.2
3/4/14 6:52,24.2,597,13,26.3
3/4/14 6:57,24.3,596,13,26.3
3/4/14 7:02,24.2,597.3,13,26.3
3/4/14 7:07,24.3,600.2,13,26.4
3/4/14 7:12,24.3,601.1,13,26.3
3/4/14 7:17,24.4,598.2,13,26
3/4/14 7:22,24.5,604.1,13,25.8
3/4/14 7:27,24.5,604.3,13,25.6
3/4/14 7:32,24.5,605.6,13,25.4
3/4/14 7:37,24.6,608.7,13,25.2
3/4/14 7:42,24.7,612.5,13,25.1
3/4/14 7:47,24.8,616.9,13,25.1
3/4/14 7:52,25,620,13,25
3/4/14 7:57,25.2,623.3,13,24.9
3/4/14 8:02,25.5,628.9,13,24.9
3/4/14 8:07,25.5,638.7,13,24.9
3/4/14 8:12,25.5,650.2,13,24.9
3/4/14 8:17,25.6,658.3,13,24.9
3/4/14 8:22,25.7,669.1,13,24.8
3/4/14 8:27,25.8,683.9,13,24.8
3/4/14 8:32,26,696.7,13,24.8
3/4/14 8:37,26.1,713,13,24.7
3/4/14 8:42,26.2,727,13,24.7
3/4/14 8:47,26.3,739.1,13,24.8
3/4/14 8:52,26.5,751.6,13,24.7
3/4/14 8:57,26.6,766.4,13,24.6
3/4/14 9:02,26.7,778.5,13,24.5
3/4/14 9:07,26.5,787.7,13.2,24.4
3/4/14 9:12,26.7,798.1,13.6,24.4
3/4/14 9:17,27.2,811.3,14.2,24.4
3/4/14 9:22,27.5,821.3,14.6,24.4
3/4/14 9:27,27.7,828.6,15.2,24.4
3/4/14 9:32,27.9,837.2,15.6,24.4
3/4/14 9:37,28.2,849.8,16.2,24.5
3/4/14 9:42,28.5,856.9,16.7,24.5
3/4/14 9:47,28.6,859.9,17.1,24.5
3/4/14 9:52,28.8,864.5,17.2,24.6
3/4/14 9:57,29,875.1,17.2,24.6
3/4/14 10:02,28.9,877,17.2,24.7
3/4/14 10:07,28.7,880.2,17.2,24.7
3/4/14 10:12,28.6,883.6,17.2,24.8
3/4/14 10:17,28.7,886.9,17.1,24.8
3/4/14 10:22,28.8,891.1,16.6,24.8
3/4/14 10:27,29,893.9,16.2,24.8
3/4/14 10:32,29.1,893.1,15.7,24.8
3/4/14 10:37,29.1,899.6,15.6,24.8
3/4/14 10:42,29.2,898,15.6,24.7
3/4/14 10:47,29.2,896.4,15.6,24.7
3/4/14 10:52,29.2,896.5,15.6,24.7
3/4/14 10:57,29.3,895.1,15.6,24.7
3/4/14 11:02,29.3,893.1,15.6,24.6
3/4/14 11:07,29.2,890.4,15.6,24.6
3/4/14 11:12,29.4,890.2,15.6,24.5
3/4/14 11:17,29.4,891.9,15.6,24.5
3/4/14 11:22,29.4,893.9,15.6,24.6
3/4/14 11:27,29.6,898.8,15.6,24.6
3/4/14 11:32,29.8,900.6,15.6,24.6
3/4/14 11:37,29.9,901.3,15.6,24.6
3/4/14 11:42,29.9,900.5,15.6,24.7
3/4/14 11:47,29.8,900.1,15.6,24.7
3/4/14 11:52,30,898,15.6,24.8
3/4/14 11:57,30.1,898.1,15.6,24.8
3/4/14 12:02,30.2,899.3,15.5,24.8
3/4/14 12:07,30.3,900.6,15.2,24.9
3/4/14 12:12,30.3,897.2,14.6,24.9
3/4/14 12:17,30.2,891.6,14.2,24.9
3/4/14 12:22,30.1,887.1,13.6,24.9
3/4/14 12:27,30.1,883.8,13.2,24.8
3/4/14 12:32,30.1,881.5,13,24.7
3/4/14 12:37,30.2,877.6,13,24.7
3/4/14 12:42,30.4,872.4,13,24.6
3/4/14 12:47,30.6,871.8,13,24.6
3/4/14 12:52,30.5,876.5,13,24.6
3/4/14 12:57,30.1,880.1,13,24.5
3/4/14 13:02,30,879.1,13,24.5
3/4/14 13:07,29.9,880.4,13,24.6
3/4/14 13:12,29.8,886.3,13,24.5
3/4/14 13:17,29.9,887,13,24.5
3/4/14 13:22,30.1,888.5,13,24.6
3/4/14 13:27,30,894.4,13,24.6
3/4/14 13:32,30,901.9,13,24.6
3/4/14 13:37,30.1,917.9,13,24.6
3/4/14 13:42,29.9,924.6,13,24.5
3/4/14 13:47,29.5,927.7,13,24.6
3/4/14 13:52,29.3,931.8,13,24.6
3/4/14 13:57,29.2,932.3,13,24.6
3/4/14 14:02,29.3,935.5,13,24.6
3/4/14 14:07,29.3,951.6,13,24.6
3/4/14 14:12,29.5,958.8,13,24.7
3/4/14 14:17,29.8,961.4,13,24.7
3/4/14 14:22,29.9,963,13,24.7
3/4/14 14:27,29.8,963.4,13,24.7
3/4/14 14:32,29.8,960.5,13,24.7
3/4/14 14:37,29.7,957.2,13,24.7
3/4/14 14:42,29.7,956.2,13,24.6
3/4/14 14:47,29.7,953.4,13,24.6
3/4/14 14:52,29.6,954.3,13,24.6
3/4/14 14:57,29.5,951.7,13,24.6
3/4/14 15:02,29.5,946.6,13,24.6
3/4/14 15:07,29.4,943,13,24.5
3/4/14 15:12,29.1,941.4,13,24.5
3/4/14 15:17,28.8,941.8,13.1,24.5
3/4/14 15:22,28.7,943.5,13.6,24.4
3/4/14 15:27,28.7,947.6,14,24.5
3/4/14 15:32,28.6,947.8,14.6,24.5
3/4/14 15:37,28.5,948.2,15,24.5
3/4/14 15:42,28.6,945.8,15.6,24.5
3/4/14 15:47,28.6,943.6,16,24.5
3/4/14 15:52,28.6,944.9,16.1,24.6
3/4/14 15:57,28.6,943.2,16.1,24.6
3/4/14 16:02,28.6,942.5,16.1,24.7
3/4/14 16:07,28.8,940.5,16.1,24.8
3/4/14 16:12,28.9,939.2,15.9,24.8
3/4/14 16:17,28.9,936.5,15.4,24.9
3/4/14 16:22,28.8,941.2,15,24.9
3/4/14 16:27,28.6,947.1,14.4,24.9
3/4/14 16:32,28.6,943.3,14,25
3/4/14 16:37,28.6,934.3,13.4,24.9
3/4/14 16:42,28.5,928.3,13.1,24.9
3/4/14 16:47,28.5,923.7,13,24.9
3/4/14 16:52,28.5,914.2,13,24.8
3/4/14 16:57,28.5,905,13,24.8
4/4/14 4:02,23.6,609.1,13,26.8
4/4/14 4:07,23.7,608.4,13,26.8
4/4/14 4:12,23.8,610.2,13,26.8
4/4/14 4:17,23.8,608.3,13,26.8
4/4/14 4:22,23.7,607.8,13,26.7
4/4/14 4:27,23.7,608.8,13,26.7
4/4/14 4:32,23.7,609.1,13,26.7
4/4/14 4:37,23.7,608.4,13,26.7
4/4/14 4:42,23.8,607.4,13,26.7
4/4/14 4:47,24,607.1,13,26.7
4/4/14 4:52,24,607.1,13,26.7
4/4/14 4:57,23.8,607.1,13,26.7
4/4/14 5:02,23.6,607.1,13,26.7
4/4/14 5:07,23.5,605.7,13,26.7
4/4/14 5:12,23.5,605.1,13,26.7
4/4/14 5:17,23.6,604.4,13,26.7
4/4/14 5:22,23.6,606.2,13,26.6
4/4/14 5:27,23.6,603.6,13,26.6
4/4/14 5:32,23.6,601.4,13,26.6
4/4/14 5:37,23.5,601.1,13,26.6
4/4/14 5:42,23.5,599.6,13,26.6
4/4/14 5:47,23.5,599.7,13,26.6
4/4/14 5:52,23.4,599.3,13,26.6
4/4/14 5:57,23.4,601.2,13,26.6
4/4/14 6:02,23.5,601.7,13,26.6
4/4/14 6:07,23.5,599.8,13,26.6
4/4/14 6:12,23.7,599,13,26.6
4/4/14 6:17,23.7,600.5,13,26.6
4/4/14 6:22,23.8,600.3,13,26.6
4/4/14 6:27,23.9,599.3,13,26.6
4/4/14 6:32,24.1,599,13,26.6
4/4/14 6:37,24.3,598,13,26.6
4/4/14 6:42,24.4,600,13,26.6
4/4/14 6:47,24.3,599.6,13,26.7
4/4/14 6:52,24.3,600.5,13,26.7
4/4/14 6:57,24.4,598.2,13,26.7
4/4/14 7:02,24.5,598.8,13,26.7
4/4/14 7:07,24.5,602,13,26.7
4/4/14 7:12,24.6,604.8,13,26.6
4/4/14 7:17,24.6,607,13,26.3
4/4/14 7:22,24.7,608.7,13,26.1
4/4/14 7:27,24.9,613,13,25.8
4/4/14 7:32,25,613.7,13,25.6
4/4/14 7:37,24.9,616.1,13,25.4
4/4/14 7:42,24.9,630.4,13,25.3
4/4/14 7:47,24.9,627.1,13,25.1
4/4/14 7:52,25.1,626.9,13,25
4/4/14 7:57,25.4,631.2,13,24.9
4/4/14 8:02,25.5,634.2,13,24.8
4/4/14 8:07,25.8,638.5,13,24.7
4/4/14 8:12,26,647.5,13,24.6
4/4/14 8:17,26,654.2,13,24.6
4/4/14 8:22,26.2,663.2,13,24.6
4/4/14 8:27,26.3,670.2,13,24.6
4/4/14 8:32,26.4,681.8,13,24.6
4/4/14 8:37,26.5,690.3,13.4,24.5
4/4/14 8:42,26.7,704.2,13.8,24.5
4/4/14 8:47,26.9,714.3,14.4,24.5
4/4/14 8:52,27,722.4,14.8,24.5
4/4/14 8:57,27.1,733.5,14.9,24.6
4/4/14 9:02,27.3,741.1,14.9,24.6
4/4/14 9:07,27.4,749.8,14.9,24.6
4/4/14 9:12,27.5,759.6,14.9,24.7
4/4/14 9:17,27.4,770.2,14.9,24.7
4/4/14 9:22,27.5,774.7,14.9,24.8
4/4/14 9:27,27.8,782.6,14.6,24.8
4/4/14 9:32,27.9,788.6,14,24.8
4/4/14 9:37,27.8,795.4,13.6,24.8
4/4/14 9:42,28,801.8,13.4,24.8
4/4/14 9:47,28.1,804.8,13.4,24.7
4/4/14 9:52,28.1,807.2,13.4,24.7
4/4/14 9:57,28.2,812.3,13.4,24.7
4/4/14 10:02,28.5,815.1,13.4,24.6
4/4/14 10:07,28.6,818.4,13.4,24.6
4/4/14 10:12,28.6,821,13.4,24.6
4/4/14 10:17,28.9,827.3,13.4,24.6
4/4/14 10:22,29.3,835.8,13.4,24.6
4/4/14 10:27,29.3,843.7,13.4,24.7
4/4/14 10:32,29.4,847.4,13.4,24.7
4/4/14 10:37,29.4,846.9,13.4,24.8
4/4/14 10:42,29.5,854.9,13.4,24.8
4/4/14 10:47,29.6,854.3,13.4,24.7
4/4/14 10:52,29.7,861,13.4,24.7
4/4/14 10:57,29.7,864.3,13.4,24.7
4/4/14 11:02,29.8,868.7,13.4,24.6
4/4/14 11:07,30.1,870,13.4,24.6
4/4/14 11:12,30.2,866.9,13.4,24.6
4/4/14 11:17,30.1,867.4,13.4,24.7
4/4/14 11:22,30,871.4,13.4,24.7
4/4/14 11:27,30.1,869.6,13.4,24.7
4/4/14 11:32,30.4,866.1,13.4,24.7
4/4/14 11:37,30.8,864.4,13.4,24.8
4/4/14 11:42,30.8,869.8,13.4,24.8
4/4/14 11:47,30.4,869.4,13.4,24.8
4/4/14 11:52,30.3,871.1,13.4,24.8
4/4/14 11:57,30.3,871.6,13.4,24.8
4/4/14 12:02,30.6,870.5,13.4,24.7
4/4/14 12:07,30.8,868.8,13.4,24.7
4/4/14 12:12,30.7,867.9,13.4,24.7
4/4/14 12:17,30.6,867,13.4,24.6
4/4/14 12:22,30.9,867.8,13.4,24.6
4/4/14 12:27,31.2,864,13.4,24.6
4/4/14 12:32,31.2,862.5,13.4,24.6
4/4/14 12:37,31,862.6,13.4,24.6
4/4/14 12:42,30.6,862.6,13.4,24.6
4/4/14 12:47,30.2,863.3,13.4,24.6
4/4/14 12:52,29.9,863.6,13.4,24.6
4/4/14 12:57,30,864,13.4,24.7
4/4/14 13:02,30.3,870.2,13.4,24.7
4/4/14 13:07,30.4,871,13.4,24.8
4/4/14 13:12,30.1,873.8,13.4,24.8
4/4/14 13:17,29.8,876,13.2,24.9
4/4/14 13:22,29.8,874.9,13,24.9
4/4/14 13:27,30.2,875.7,13,24.9
4/4/14 13:32,30.6,876.3,13,24.9
4/4/14 13:37,30.6,873.5,13,24.8
4/4/14 13:42,30.3,871.6,13,24.8
4/4/14 13:47,30.1,868.8,13,24.8
4/4/14 13:52,30.1,866.7,13,24.7
4/4/14 13:57,30.3,870.1,13,24.7
4/4/14 14:02,30.4,867.9,13,24.7
4/4/14 14:07,30.3,865.1,13,24.7
4/4/14 14:12,30.4,861.5,13,24.7
4/4/14 14:17,30.6,857.3,13,24.6
4/4/14 14:22,30.5,849,13,24.6
4/4/14 14:27,30.4,842.8,13,24.6
4/4/14 14:32,30.4,841.4,13,24.5
4/4/14 14:37,30.1,837.5,13,24.5
4/4/14 14:42,29.9,835.1,13,24.5
4/4/14 14:47,29.8,836.2,13,24.5
4/4/14 14:52,29.7,839,13,24.6
4/4/14 14:57,29.6,833.9,13,24.5
4/4/14 15:02,29.5,832,13,24.6
4/4/14 15:07,29.5,831.9,13,24.6
4/4/14 15:12,29.5,829.3,13,24.6
4/4/14 15:17,29.3,824.7,13,24.6
4/4/14 15:22,29.3,822.1,13,24.6
4/4/14 15:27,29.4,816,13,24.6
4/4/14 15:32,29.4,808.2,13,24.6
4/4/14 15:37,29.2,801.7,13,24.7
4/4/14 15:42,29.2,796.7,13,24.7
4/4/14 15:47,29.2,802.4,13,24.7
4/4/14 15:52,29.3,809.3,13,24.7
4/4/14 15:57,29.2,804,13,24.6
4/4/14 16:02,29.2,798.1,13,24.6
4/4/14 16:07,29.1,796.9,13,24.6
4/4/14 16:12,29,794.4,13,24.6
4/4/14 16:17,28.8,790.8,13,24.6
4/4/14 16:22,28.9,787.7,13,24.6
4/4/14 16:27,28.9,788.9,13,24.6
4/4/14 16:32,28.9,790.8,13,24.6
4/4/14 16:37,28.8,787.1,13,24.6
4/4/14 16:42,28.6,783.8,13,24.6
4/4/14 16:47,28.6,777.5,13,24.6
4/4/14 16:52,28.6,772.6,13,24.6
4/4/14 16:57,28.5,765.6,13,24.6
7/10/14 4:02,19.9,621.8,13,25.5
7/10/14 4:07,20,621.4,13,25.5
7/10/14 4:12,20,619.9,13,25.5
7/10/14 4:17,19.8,620.3,13,25.5
7/10/14 4:22,19.6,619.7,13,25.5
7/10/14 4:27,19.5,615,13,25.5
7/10/14 4:32,19.4,611.8,13,25.5
7/10/14 4:37,19.3,609.7,13,25.5
7/10/14 4:42,19.4,612,13,25.5
7/10/14 4:47,19.3,610.7,13,25.5
7/10/14 4:52,19.2,609.3,13,25.5
7/10/14 4:57,19.1,609.8,13,25.5
7/10/14 5:02,19.1,611.2,13,25.5
7/10/14 5:07,19.1,608.9,13,25.4
7/10/14 5:12,19.1,605.9,13,25.4
7/10/14 5:17,19.1,603.3,13,25.4
7/10/14 5:22,19.2,602.9,13,25.4
7/10/14 5:27,19.3,600.2,13,25.4
7/10/14 5:32,19.3,600.5,13,25.4
7/10/14 5:37,19.3,602.1,13,25.4
7/10/14 5:42,19.4,600.4,13,25.4
7/10/14 5:47,19.4,600.6,13,25.4
7/10/14 5:52,19.4,602.1,13,25.4
7/10/14 5:57,19.5,600.1,13,25.4
7/10/14 6:02,19.6,599.7,13,25.4
7/10/14 6:07,20,600.8,13,25.4
7/10/14 6:12,20.5,599.3,13,25.4
7/10/14 6:17,21,597.8,13,25.4
7/10/14 6:22,21.5,597.5,13,25.4
7/10/14 6:27,22.1,597.9,13,25.4
7/10/14 6:32,22.5,597.7,13,25.4
7/10/14 6:37,22.9,596.1,13,25.4
7/10/14 6:42,23.1,596.2,13,25.4
7/10/14 6:47,23.2,596.9,13,25.4
7/10/14 6:52,23.4,597,13,25.5
7/10/14 6:57,23.9,598.4,13,25.5
7/10/14 7:02,24.1,598.3,13,25.5
7/10/14 7:07,24.5,597.3,13,25.4
7/10/14 7:12,25,598.1,13,25.3
7/10/14 7:17,25.1,601.7,13,25.1
7/10/14 7:22,25.6,605.9,13,24.8
7/10/14 7:27,26.4,606.1,13.4,24.7
7/10/14 7:32,26.7,604.2,13.8,24.8
7/10/14 7:37,26.5,602.9,14.4,24.8
7/10/14 7:42,26.7,602.6,14.8,24.9
7/10/14 7:47,27.3,602.9,15.4,24.9
7/10/14 7:52,27.6,603.1,15.8,25
7/10/14 7:57,28.4,608.7,16.4,25
7/10/14 8:02,29,611.1,16.8,25.1
7/10/14 8:07,29.3,614,17.4,25.1
7/10/14 8:12,29.2,619.8,17.7,25.2
7/10/14 8:17,29.2,631.4,17.4,25.2
7/10/14 8:22,29.5,641.9,17,25.2
7/10/14 8:27,29.5,651.6,16.4,25.2
7/10/14 8:32,29.4,660,16,25.2
7/10/14 8:37,29.2,672.9,15.4,25.1
7/10/14 8:42,29,688.5,15,25
7/10/14 8:47,29.2,698.1,14.4,24.9
7/10/14 8:52,30.5,703.4,14,24.8
7/10/14 8:57,31.7,714.3,13.4,24.7
7/10/14 9:02,31.9,720.2,13.1,24.7
7/10/14 9:07,31.8,722,13,24.6
7/10/14 9:12,30.8,729.6,13,24.6
7/10/14 9:17,30.2,732.6,13,24.5
7/10/14 9:22,29.6,734,13,24.5
7/10/14 9:27,30.3,737.5,13,24.5
7/10/14 9:32,30.9,738.7,13,24.5
7/10/14 9:37,30.8,739.4,13.1,24.4
7/10/14 9:42,30.8,743.9,13.6,24.4
7/10/14 9:47,29.7,753.2,14,24.5
7/10/14 9:52,29.8,751.1,14.6,24.5
7/10/14 9:57,29.8,747.8,15,24.4
7/10/14 10:02,30.2,742.7,15.5,24.5
7/10/14 10:07,31.1,740,16,24.5
7/10/14 10:12,31.2,744.7,16.5,24.5
7/10/14 10:17,30.9,749.6,17,24.6
7/10/14 10:22,30.9,748,17.1,24.6
7/10/14 10:27,31.4,748.6,17.1,24.6
7/10/14 10:32,31.4,750.4,17.1,24.6
7/10/14 10:37,31.6,754,17.1,24.6
7/10/14 10:42,31.6,759.6,17.1,24.7
7/10/14 10:47,31.6,763.9,17.1,24.7
